,accuracy,precision1,precision2,precision3,recall1,recall2,recall3,f11,f12,f13
0,0.9215628672150411,0.9017000871839581,0.9198348902889419,0.943954802259887,0.9040646853146853,0.9356906077348066,0.9251384274640089,0.9028808380619816,0.9276950043821209,0.9344519015659956
