,accuracy,precision1,precision2,precision3,precision4,precision5,precision6,recall1,recall2,recall3,recall4,recall5,recall6,f11,f12,f13,f14,f15,f16
0,0.7028297392574714,0.5937306661167251,0.5463595839524517,0.9308791854317603,0.7874651810584958,0.6181244364292156,0.8514373491332017,0.5499522445081184,0.7026562201414103,0.899867499526784,0.528411214953271,0.8006618649016936,0.7391884168413031,0.5710035700118999,0.6147287469698236,0.9151106833493743,0.6324384787472036,0.6976507505724706,0.7913522333265347
