,accuracy,precision1,precision2,precision3,precision4,precision5,precision6,precision7,recall1,recall2,recall3,recall4,recall5,recall6,recall7,f11,f12,f13,f14,f15,f16,f17
0,0.7397197335171146,0.7055510860820595,0.9515366430260047,0.685432793807178,0.8171206225680934,0.6838750796685787,0.7455113192818111,0.6949924127465857,0.6993620414673046,0.6571428571428571,0.7681388012618297,0.6693227091633466,0.8730675345809601,0.7609561752988048,0.7508196721311475,0.7024429315178214,0.7774022211492032,0.7244328746746003,0.735873850197109,0.7669764117226591,0.7531545741324922,0.7218282111899132
