,accuracy,precision1,precision2,precision3,precision4,precision5,recall1,recall2,recall3,recall4,recall5,f11,f12,f13,f14,f15
0,0.7348208729664859,0.7268020708880923,0.8052276559865092,0.7473090722706305,0.5924920850293984,0.7999092558983666,0.8118327402135231,0.8511586452762924,0.6573489630297565,0.575318401405358,0.7793987621573828,0.766967850388737,0.8275563258232235,0.6994483089469897,0.5837789661319074,0.7895208240035825
