,accuracy,precision1,precision2,precision3,precision4,recall1,recall2,recall3,recall4,f11,f12,f13,f14
0,0.8826875033221708,0.8960146587265231,0.9177360219981668,0.7929342492639843,0.9320368885324779,0.8362548097477555,0.8499575551782682,0.8658379768538362,0.9772966155139794,0.8651039363113666,0.882547377699427,0.8277840385206433,0.9541303232426885
