,accuracy,precision1,precision2,precision3,precision4,precision5,recall1,recall2,recall3,recall4,recall5,f11,f12,f13,f14,f15
0,0.1988621210774291,0.0,0.0,0.0,0.1988621210774291,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33175144594394185,0.0
