,accuracy,precision1,precision2,precision3,recall1,recall2,recall3,f11,f12,f13
0,0.8362271234162365,0.8483105679367362,0.8114035087719298,0.8476380572188955,0.8177408177408177,0.8078602620087336,0.8816608996539792,0.8327452364149612,0.8096280087527352,0.8643147896879241
