,accuracy,precision1,precision2,precision3,recall1,recall2,recall3,f11,f12,f13
0,0.827381834345829,0.8206713780918727,0.8042675420599097,0.8623046875,0.8316920322291853,0.8551483420593369,0.7944219523166891,0.8261449533125834,0.8289278917318672,0.8269726059470849
