,accuracy,precision1,precision2,precision3,recall1,recall2,recall3,f11,f12,f13
0,0.7447029189509558,0.6884520884520885,0.8404408241494968,0.7122192615150361,0.606756171502815,0.815813953488372,0.8170305676855896,0.6450276243093922,0.8279443002124144,0.7610331502948953
